Puan	Yorum
1.0	Beğendim oğlumla çok eğleniyoruz 
1.0	Güzel ürün, hızlı gönderi.
1.0	Çok güzel bir kitap baskı kalitesi renk o kadar canlı ki çocukların faydalanabileceği bir kitap şiddetle tavsiye ederim.
1.0	Teslimat çok hızlı satıcı çok başarılı almak isteyenlere kesinlikle bu satıcıya tavsiye ederim. 
1.0	kitapharika yırtık pırtık yok
1.0	teşekkurler hb gayet hızlı bır kargo gönderisi ile teslim aldım hasarsız olarak emeği gecen herkese teşekkurler 
1.0	okuduktan sonra sokakta yürürken attığınız adıma dikkat edecek kararsız kaldığınız zaman vermediğiniz kararın sonucunu merak edecek ve uykularınız kaçacak..mutlaka okuyun.etkisinden uzun süre çıkamayacaksınız
1.0	kitap gelir gelmez hemen okumaya başladım bitirene kadar elimden bırakamadım. arkadaşımın tavsiyesiyle aldım 3 günde elime ulaştı. hepsi buradaya teşekkür ediyorum..
1.0	Her Türk çocuğu okumalı,Eksik yazılanlar çok. 
1.0	Soluksuz okudum arka sayfayı merakla bekleten bi kitap kesinlikle okurken cok keyif aldım.
1.0	Cumartesi gece aldığım ürün pazar günü çalışıyorlarmış ve 15 saat içinde teslim edildi, SÜPER hızlı gönderi üstelik ek ücret ödemeden sorunsuz teslim aldım. Fiyatı olarak da piyasanın altında satılıyor. Çocukların okuma alışkanlığı kazanması için eğlenceli içinde karikatürler olan sürükleyici güzel kitaplar. Kısacası kaliteli, güvenli, ucuz, hızlı alışveriş. Teşekkürler,
1.0	Her şey hakkında bir şeyler bilmenize yarayan hoş bir kitap. İnsanlık tarihinin bir kitapta toplanması çok zor elbette ancak genel hatlarıyla insanlığı gerek evrimsel yönden gerek sosyolojik yönden inceliyor.
1.0	Kitabım ertesi gün elime ulaştı. Okumaya başladıktan sonra birakamiyorsun, yok böyle bir anlatım. Çok sürükleyici, henüz bitiremedim ama şanına yakışır bir son umut ediyorum. Tavsiye ederim.
1.0	Sherlock Holmes in daha kaliteli ama yerlisi
1.0	kesinlikle tavsiye ediyorum, özellikle bu konulara yeni başlayanlar için çok önemli bir kitap
1.0	Sabahattin Ali’yi severek okuyorum yine kendi tarzında içe dönük karamsar öyküler anlatmış.Roman değil öykülerden oluşan bir kitap.Seyahatte yanınıza alabileceğiniz bir kitap
1.0	urun gerçekten güzel. Çok da güzel bir şekilde yapılmış. hediye paketine sarılmış. oglum heyecanla açtı. içerisinden kuralların yazılı olduğu kağıt cikmadi. internetten baktık ve aldığımiz günden beri her gün oynuyoruz. bu arada oyun 6+ ama 4,5 yaşındaki oğlumla rahatlıkla oynayabiliyoruz. tavsiye ederim.
1.0	Çok beğendim..bir kere de okuyup bitirdim..çokta duygulandım..kesinlikle öneririm??????
1.0	teşekkürler.
0.0	Haberleri özetlemişler. İyi bir kitap değil ama bu dönemde cesaretlerinden dolayı yazarlar takdire şayan
1.0	yaş guruplarına göre güzel kitaplar
1.0	Ata'mızı ayrıntılara girmeden,arı duru bir türkçeyle insan yönüyle anlatan,su gibi okunan çok yararlı bir yapıt.Sayın Yılmaz Özdil 'e teşekkürlerimi sunuyorum.Emeğine, eline sağlık.Bence,ilkokul 4.sınıftan başlayarak okullarda okutulmalı.
1.0	hepsiburda.com dan Eşime hediye olarak aldım uzun bir araştırma sonucu bu ürünü çok iyi fiyata buldum kalite olarak tartışılmaz eşimde çok begendi oldukça iş görüyor
0.0	ses kalitesi inanılmaz kötü. Büyük bir zevkle aldığım ürün hayal kırıklığı yaşattı. kesinlikle tavsiye etmiyorum.
1.0	gerçektende yazarın hakkını vermek lazım.kitabı alınca elinizden düşüremiyorsunuz .. mutlaka okumalısınız derim. ayrıca istatistik , kuantum fiziği gibi konularda da bilgi ediniyor hatta nerak edip araştırıyorsunuz bile .. haydi durmayın alın okuyunbu kitabı
1.0	Tedarik biraz zaman aldı ama mesaj atınca ilgilenildi ve Siparişim kısa zamanda tedarik edildi güvenli, ilgili ve uygun hepsiburada
0.0	Güzel diyenlere gerçekten şaşırdım tabi zevk meselesi de inanılmaz sıkıcı 
0.0	İçerik istediğim gibi değil hastaliklar açıklanmış
1.0	küçük minyatür evler için çok uygunlar ama büyük maket evler için ürünler küçük ama kaliteli ürünler resmin arkasında numaralandırma ile bulup takabilirsiniz.
1.0	Son derece güzel çocukların anlayıp tekrar edebileceği cümleler kullanılmış. Resim baskısı da gayet güzel yazarımızı tebrik ederim.Tüm anne babalara çocukları için tavsiye ederim.
1.0	ben 1 hafta önce aldım çok memnunum görünüşü öncelikle çok güzel gitar hocam sesinin gayet iyi olduğunu söyledi ben memnunum tavsiye ederim.
1.0	Hızlı ve özenli hizmetiniz için teşekkür ederiz.
1.0	ANNE BABA İÇİN HARİKA BİLGİLER VAR. EMEĞİNE SAĞLIK HOCAMIZIN.
1.0	Güncel bir konu kaleme alınmış. Hikaye akıcı. Kısa sürede okunabilecek bir kitap. Tavsiye ediyorum. 
1.0	resimler güzel ,yapraklar dayanıklı, fiyat uygun
0.0	Ürün kötü çok az dönüyor
0.0	Alınan paraya değmez resimde göründüğü gibi degil
0.0	Kitap süper yazılmış , okurken zamanın nasıl geçtiğini anlayamıyorsunuz. Aras kargo her zamanki gibi diyecek laf bulamıyorum artık... ertesi gün kargoya veriliyor , şubesine geliyor ve nedense kaç gündür teslimata çıkmaya tenezzül etmiyorlar. Siparişimi unutmuştum resmen gelince şaşırdım. 
1.0	çok çok iyi bir kitap. her anne ve babanın bebek doğmadan okuması gereken bir kitap olarak görüyorum.
1.0	Ürün zamanında ve iyi paketlenmiş olarak geldi. Teşekkür ederim.
1.0	Stephen King hayranı olarak görür görmez aldım. Eminim bu da diğer eserleri gibi harikadır.
1.0	Oyun çok keyifli aldığımdan beri her yere yanımda taşıyorum.tavsiye edilir :
1.0	siparişim çok kısa zamanda elime geçti.Ambalajı çok güzeldi.
0.0	kalite kötü 
1.0	Teşekkür ederiz güvenli satıcı 
1.0	Tavsiye edilebilir
1.0	Kitabın büyüklüğü kalitesi ve resimler oldukça iyi
0.0	Ürün bugün elime ulaştı. Kalitesiz malzemesi. Ayrıca paket içinden parçaları dağılmış bir halde çıktı. İade edeceğim. Tavsiye etmiyorum.
1.0	Ürün hem tam zamanında ve hemde beklediğim gibi geldi.Çok teşekkür ederim telefondaki nazik yaklaşımınızdan ve yardım severliğinizden dolayı.Hemen test ettik ve bu fiyata bu ürüne sahip olduğum için çok mutluyum.Şimdiye kadar bir kaç kez kullanma imkanım olmuştu , çarpmalara rağmen gayet sağlam olduğunu düşünüyorum , bana rağmen hala ayakta : iyi günler dilerim.
1.0	öncelike hızlı gönderim için teşekkürler.eşime doğum günü hediyesi olarak aldım çalabileceğini bildiğim için tereddüt etmedim.ses çıkarmayıbaşarabilirseniz amatör biri için oldukça yeterli olduğunu düşünüyorum.
1.0	Bu yayın evinin kitapları bir harika 
1.0	Birçok resim var ve renkli, ilgi çekici fakat telaffuz sorunu var, resimlerle çok güzel hikayeler oluşturulabiliyor ve birçok farklı alandaki kelimeler bulunduğu için iyi bir kaynak olduğunu düşünüyorum.
1.0	Ürünler hızlı bir şekilde elime ulaştı daha dün aldım okuma şansım olmadı ama kapak tasarımları falan hepsi çok iyi kitaplığımda çok güzel duruyor tavsiye ederim
1.0	Merhaba kendini arayan bulmak isteyenlere harika bir rehber okuyun ve uygulayın sonuçlar harika ötesi teşekürler
1.0	bu kitabı yakın zamanda aldım çok ama çok beğendim . çok duygusal bir roman . khaled hosseyninin diğer kitaplarını da almak istiyorum . kesin okunması gereken etkileyici uzun süre akıllardan çıkmayacak bir kitap.teşekkürler
1.0	Hizli gonderim tskler
1.0	Gayet başarılı güzel bir kitap.
1.0	Tam da bahsedildigi gibi cocugumun kitaba olan ilgisini kesfetmemize yardimci oldu. Onceleri inanmiyordum fakat tecrube edinince anladim. Kesinlikle tavsiye ederim. Tertemiz bir urun ulasti elime. Tesekkurler. 
1.0	Ellerinize yüreğinize sağlık iyi yazıyorsunuz yazmaya devam edin bizde hep sizi okuyalım kargo hızlı ve uygun fiyat herşey süper ?? 
1.0	urun kaliteli ancak ses olarak büyük birşey beklmemek gerekiyormus telefonun hoporler sesi ile aynı yükseklikte ses verebiliyor
1.0	Kesinlikle okunmalı...Sorunsuz teslimat, teşekkürler hepsi burada ekibi.
1.0	Inanılmaz hızlıçalışan elamanlara sahipsüper ekip hizmet 
1.0	Ürün kapanabiliyor,kesinlikle çok az yer kaplıyor.Mukavemeti çok iyi gözüküyor.Ürünü çok beğendim.Gitarı oturtunca gerçekten güzel duruyor.
1.0	Okadar hızlı elime ulaştı ki çok teşekkür ederim. Gayet korunaklı bir şekilde kutuda geldi. Ürünler de göründüğü gibi, bir sıkıntısı yok. Kurulumu kolay. Başarılı.
1.0	cok begendim. kitap iyi bir calismanin urunu tavsiye ederim
1.0	Akil oyunu oyun tablasi cok kaliteli agir ahşap bir malzeme. dandik degil boncuklari da kullanisli cocuklar cok sevdi 4 ve 7 yaslarindaki cocuklarim surakarta oyununu hemen ogrendiler eglenceli de buldular. rahatlikla alabilkrsiniz hicbir sıkıntı yok
1.0	Renklendirmesi, öyküleri çok güzel 3,5 yaşındaki oğlumla zevkle okuyoruz.
1.0	Kargolama süreci ve kargolama iyiydi. Kitabın kenarlarında bükülme vb. izler yoktu. Kitabın içinden başka bir kitabın ayracı hediye olarak gönderiliyor. Bunun yerine kitabın kendi ayracı gönderilse daha mantıklı olur. Teşekkürler.
1.0	ahmet ümit ülkemizde ki en iyi polisiye yazarlardan biri belki de en iyisi. tüm kitaplarını okudum ve çok sevdim bu da en az diğerleri kadar güzel ve surukleyiciydi. kurgu iyi karakterler net olay ve anlatim akıcı. benden kitap tavsiyesi isteyen arkadaşlarıma gönül rahatlığıyla tavsiye ediyorum çünkü böyle kitaplar insana okumayı sevdirir. alın okuyun derim.
1.0	ben böyle iyi bir tını beklemiyordum açıkçası ama hepsiburada farkı ile harika paketlenmiş ve akordlari sağlam geldi düşünmeden alın teşekkürler hepsiburada!
1.0	Hızlı kargo. Ürün çok estetik. Ayrıca bu fiyatta ürüne kargo bedeli yok,çoook iyi.
1.0	başarılı
1.0	zamanında kargo ve tanıtılan ürün uygun fiyat
1.0	dilin kültürle bağının ne kadar güçlü olduğunu kanıtlaya bir yapıt. iskender palanın üslubu da okumaya zevk katan başka bir unsur...
1.0	Sorunsuz eksızsız teslimat cok ıyı bı urun bu fıyata alınabılıcek en ıyı urun
1.0	kitap güzel kargo hızlı
1.0	Çocuk eğitimiyle ilgili okuduğum kitaplar içinde ilk üç de diyebilirim. Her yaştan çocuk sahibi aileye hitap ediyor konuları örneklemesi stratejileri daha anlaşılır kılmış.Ayrıca kitap özenle paketlenmişti ve hızlı teslim teşekkürler hb.
1.0	çocuklara nasıl olsa hikaye kitabı alıyoruz.ama bu kitapların hem bir uzman kontrolünde yazılmış olması,hem fiyatının iyi olması,hem içeriğinin güzel olması bu kitapları almak için yeterli.kitap hem davranış eğitimi veriyor,hem de sayfaları kaplayan resimleri ile sıkmadan çocuğu eğlendiriyor.
1.0	Tek kelime ile mükemmel ????????????
1.0	Kitap kolik Bi arkadaş için aldım. Hediye olduğu için teşekkürlerini iletti. Dün başladı bugün bitirdi. Ona göre siz düşünün
1.0	Şanlıurfa ya hızlı şekilde ulaştı, 3 günde bitirdim. Klasikleşen Nevzat-Ali-Zeynep üçlemesi yine müthiş sürükleyici. Herkesin bildiği ama kimsenin konuşmadığı insanlığımızdan utandıran gerçekleri yazmış Ahmet ümit üstad.
1.0	Güzel alışveriş oldu teşekkürler
1.0	Gayet başarılı bir ürün ve hızlı teslimat
1.0	Hepsiburada'ya teşekkür ederim. Paketten eksik olarak çıkan pullar fazlasıyla gönderildi.
1.0	Yeni başlayanlar için çok ideal bir gitar.Kesik kasa olması daha avantajlı.Ürünün kalitesine göre fiyatı çok ucuz.Tonları da yeni başlayanlar için iyi
1.0	Memnun kaldım 
1.0	oğluma doğum günü hediyesi aldım çok keyifli oğlum 20 yaşında müzik aletlerini çok iyi kullanıyor bunu araştırıp istemişti fakat 52 yaşından sonra benide piyanist yaptı bu alet o ışıklarıyla gösteriyor siz çalıyorsunuz inanın olağan üstü keyif veriyor tavsiye ederim hepsi burada tarafından satılmasında artı güven veriyor
1.0	Fiyatına göre çok güzel bir ürün. Bireysel kullanıcılar için ideal.Kesinlikle tavsiye ederim.
1.0	meryem co, yüreğimi yaktın!!! çok güzel kurgulanmış bir kitap, okurken yüreğinize dokunacak. içiniz acıyacak, meryemin yerinde olmak istemeyeceksiniz. leylanın güzel insanlığı size iyi gelecek. daha ne diyebilirim ki, mutlaka okuyun... 
1.0	çoooook güzel
1.0	Öncelikle ürünümü 1 günde gönderdiğiniz için çok teşekkürler. Gerçekten paketlemeniz ve minik sürpriziniz çok ince bir davranıştı. Hizmetinizden çok çok memnunum. 2. bir mikrofona ihtiyacım olduğunda anında siparişi tekrarlıyorum. Kahve molamızda kulaklarınızı güzel çınlattık. :Çok teşekkürler!
1.0	Oğlumla okurken çok keyif alacağımızıdüşünüyorum,İş Bankası kalitesi zaten tartışılmaz.Malzeme kalitesi de gayet başarılı.
1.0	Hepsi burada ailesi olarak çok iyi fakat eskiden kargolar şehir dışına max. 2 iş günü içinde geliyordu simdi bir haftayı rahat buluyor hatta geçiyor. bunun dışında her şey iyi
1.0	bu kitap kızımın başucu kitabı tudem yayınlarını zaten cok beğenerek okuyoruz tavsiye ederim
1.0	Ürün çok kısa sürede ve belirtilen özellikte tesim edildi. Teşekkürler
1.0	kargo hızlı, paketleme güzel, ürün anlatıldığı gibi teşekkürler..
1.0	eski tellerden sonra sanki başka bir gitar çalıyormuş gibi oluyor insan.
1.0	ürün gayet iyi ama teller benim önceden kullandığım telden daha kalın ses de haliyle daha kalın çıkıyor. bana göre biraz kalın olsada ses kalitesi oldukça iyi. fiyatı da uygun. 
1.0	Çok güzel bir kitap herkese tavsiye ediyorum 
1.0	bir kaç parçasını ıslatmıştım kayıp parça isteminde bulundum ve beni ikiletmeden yaklaşık 1 hafta gibi bir sürede eksik parçalarımı getirdiler.Mutlu Aile Tablosu' nun puzzle olması beni cezbetmişti.puzzle' ı yaptıktan sonra bir tabloya dönüştürdüm çok guüzel oldu.
1.0	OKUNMASI ZORUNLU OLMALI ...
1.0	Cuma günü sipariş verdim. Pazartesi günü gelmişti. Hem hızlı hemde güvenilir olduğunu düşünüyorum. Gönül rahatlığı ile sipariş verilebilir diye düşünüyorum.
1.0	Çok kaliteli bir ürün , kendinizi şımartın..
1.0	Kitap tam olarak okuma aşkımın tavan yaptığı sakin bir günüme denk geldi ve bir günde bile değil bir akşamda bitirdim.. Sade anlatımın içine sığdırılan derinlik de Livaneli 'nin becerisi. yorumlara bakarak alanlar için yazmak istedim tavsiye ederim .
1.0	Sürükleyici bir kitap tavsiye ederim ....
1.0	henüz açıp oynamadık ama kargo çok kısa sürede geldi, paketleme iyiydi.
1.0	Fiyatına göre gayet iyi olduğunu düşünüyorum.
1.0	tek kelime kelime süper bir kitap fiyatı da çok uygun. kesinlikle tavsiye ederim. tşk hepsi burada. hemen teslimat yapıldı. beklemedik yani. şiddetle tavsiye ederim herkese
1.0	Çocukların gelişimi için çok faydalıBüyük boy dergi gibi A4 den büyük kalın kağıt çek kopar özelliği var renkler şahane ve en önemlisi etkinlikler harika boyama, yapıştırma, kavramlar, şekiller... Vs fiyatı da böyle bir kitap için çok uygun Oğlum çok sevdi anne ve baba olarak çocuğumuzla kaliteli bir zaman geçirmiş olduk. Aynı yayıncılığın farklı kitaplarından da alacağız
1.0	Yaz boyunca kızıma aktivite olsun diye kısa bir araştırma sonucunda bu sette karar kılmıştım. Son derece keyifli ve tekdüze olmayan, en mühimi çok severek ve isteyerek yaptığı bir set.Çok memnun kaldım, şiddetle tavsiye ederim.Fiyat performans son derece başarılı ve kargo çok hızlı!
0.0	Belkide piyasada çok konuşulması gibi sebeplerle çok büyük beklentiye girmiştim fakat aradığımı bulamadım 
1.0	Kitap güzel daha 75 sayfa okudum ama akıyor
1.0	hızlı kusursuz teslimat herşey iyi
1.0	Malzemesi kaliteli,sağlam bir ürün.Kargo süresi çok iyi.
0.0	malzeme kalitesi berbat. ışığının biri yanıyor diğeri yanmiyor. almayın derim
1.0	kaliteli bir ürün.hızlı kargo. teşekkürler..
1.0	Bir kitaptan 2 tane yollamışlar. Diğerleri için teşekkürü borç bilirim &#128591;
1.0	Sorunsuz ve hızlı gönderi için teşekkürler.
1.0	çok beğendimokumanızı tavsiye ederim
1.0	İlk defa alışveriş yaptım yorumlara bakarak yapmıştım alışverişimikargo gayet hızlı oyun orjinal tereddüt etmeden alabilirsiniz teşekkürler hepsiburada 
1.0	tek kelime ile süper.Kaliteli yapraklar ve eğlenceli anlatım..5.6.7 yaş için oldukça anlaşılır.
1.0	hızlı kargo için çok tşk
1.0	Fiyatının fazlasıyla üstünde bir ürün.
1.0	çok güzel bir ürün. çok faydalı
1.0	Kitap kapak ve kalitesi çok güzel uygun fiyat bir sayfanın köşesi katlanmıştı yoksa çok beğendim teşekkürler hepsiburada . Ayrı kutuya koymuşlar, hepsi çok kaliteli. Kargo çok hızlı geldi .Tavsiye ederim .
1.0	Çok hızlı kargo Hızlı teslimat &#128077;&#127995;
1.0	ürünü müzikhaneden aldım tamamen belirtildiği gibi yanında 2 adet te penayla birlikte geldi almayı düşünüp tereddüt edenler hiç düşünmeden alabilir
1.0	Boyutları 15cm e 30cm renkli kalitesiz bir ürün değil, kargoda herhangi bir sıkıntı yok, beğendim, bu fiyata +++
1.0	ürünü alalı 1 ay olmuyor bile... bir solukta okunabilecek bir kitap. gündelik hayatta kullandığımız bir çok deyimin altyapısını yani nereden ya da nasıl dilimize katıldığını anlatan mükemmel bir kitap. her yaş ve seviyeye hitap eden müthiş bir eser. herkese tavsiye ederim. 
1.0	Çok güzel bi kitaptı hayatımda çok şey değişti
1.0	yeni gitar çalmaya başlayacak çocuğum için aldım.ürün ile ilgili herhangi bir dezavantaj yok.gayet güzel.hepsi burada anında elime ulaştırdı.herkese tavsiye edeim.
0.0	Ne yazık ki memnun kalmadım. Ses çıkmıyor. 
1.0	Kitap çok akıcı ve çok sağlam tekniğe sahip.
1.0	ürün gerçekten çok güzel tasarlanmış kırmızı rengi çok tatlı hızlı kargo teşekkürler
1.0	Bir gün sonra teslim edildi, teşekkürler :
1.0	sipariş verdiğimin ertesi günü elime ulaştı,hızlı teslimat için teşekkürler
1.0	gün de 3-4 defa oynuyorum. malzeme kaliteli lakin renkler yapıştırma ile tutturulmuşa benziyor. bu yüzden sanırım ilerleyen zamanla kolay deforme olacağa benziyor
1.0	oğlumun eğlenmesi amacıyla aldık. uygun fiyatına rağmen başarılı bir ürün.
1.0	Çok güzel kitap yeni sisteme tam uyumlu
1.0	Kitaplar büyük,renkler harika 2.5 yaşındaki kızımın ilgisini çekti baya baya . Tek sorun kağıt kalitesi , sayfalar ince ama onun dışında muhteşem. Bir de hepsiexpress mükemmel 12 saat geçmeden siparişimin üstünden kitaplar elime geldi.
1.0	ürünün paketlemesi, kalitesi gerçekten güzel bu fiyata bu kadarını beklemiyorduk açıkcası.müzikhane ye teşekkürler.
1.0	Anlatım dili ve çizgileri çok güzel. 5 yaşındaki ikiz çocuklarımız için aldık.Tavsiye ederim.
1.0	Yakın dil kullanımı çocukların net anlayacağı tarzda yazım. muhteşem bir seri. devamını bekliyoruz. tebrikler
1.0	Bu kitabı çok beğendim.Sayın Kahraman Tazeoğlu'na sevgilerimle teşekkür ederim. Eline sağlık.Böyle kitaplar bekliyoruz senden
1.0	kısa öykü tadında ama icinize işleyen bir öykü &#128079;&#128079;&#128079;
1.0	Kargo çabuk geldi. Ancak kitaplardan birinin 2 sayfası yırtılmış olarak geldi. Kontrol edilerek gönderilmesini öneririm. Fiyatı uygun.
1.0	Cok ıyı guvenılır sıte
1.0	Nefis bir oyun, kartlar eksiksiz, kutusunda, çok iyi paketlenmiş geldi... kaliteli malzeme, hızlı kargo : Çok teşekkürler!
1.0	Kitap süper bir kitap zaten yazarındanda belli olduğu gibi kesin okunması gereken bir kitap. Herkese tavsiye ederim.Yunus Emreyi öğrenmek isteyen bir kişi için en iyi kitap denebilir.
1.0	yalın bir anlatım, sade ve öz... Elimden bırakamadım. Son sayfaya geldiğimde içimden geçen, böyle bitmesindi... Maalesef yine hüzünle bitti. Atatürk'ü bir kez daha toprağa verdim. Mutlaka okunmalı...
1.0	en çok sorun yaşanan tel mi ancak tekli satılmadığından sürekli set almak durumunda kalıyordum. sonunda hem de hb'de tekli mi teli bulduğuma inanamadım ve çokça sipariş ettim. fiyatı çok makul.ürün standart.çok memnunum!
1.0	içinde bulunduğumuz dönemin maalesef kötü haberlerinden dolayı her ebeveynin çocuğuna okuması gerektiği bir kitap. ayrıca resimler ve içeriği de beğendim. güzel bir kitap.
1.0	Faydalı ve eğitici bir set. Hem türkçeleri hem de ingilizceleri var. Her kitabın arkasında bir resmin parçası var 9 kitap birleşince büyük resim oluyor. Sıkılmadan oynuyoruz oynarken de öğreniyoruz 
1.0	&#128077;güzel kaliteli
1.0	olasılıksız tam anlamıyla mükemmel bir kitap; öyleki okurken kitabın içine giriyor ve sanki bir filmin karesinde kendinizi buluyorsunuz... kitap tek solukta okunacak bir kitap, herkese tavsiye ederim....
1.0	Hawking yani güzel daha ne denir ki 
1.0	Çizimleri ve hikayesini cok beğendim.kedilerin parmak kuklasının da kitaba eklenmesi ayrı güZel. Ayrıca her zamanki gibi hızlı teslimat için teşekkürler:
1.0	Çok güzel, sürükleyici, psikolojik bir kitap 
1.0	Felsefeyle ilgilenmeye bu kitapla başladım. Daha önce felsefe tarihi ile ilgili bir kitaba başlamıştım.Ama akıcı bir anlatım olmadığı için fırlatıp atmıştım.Oysa bu kitap sürükleyici bir şekilde sizin felsefeyi ve felsefe tarihini zevkle öğrenmenizi sağlıyor.Tabii felsefeyle gerçekten ilgilenmek istiyorsanız.Bu kitabı okuyanlara &quot;Felsefika&quot; adlı kitabı da öneririm. Sofie'nin dünyasında okuduklarınızı Felsefika da bilmece çözer gibi çözeceksiniz. 
1.0	Ürün mükemmel zaten hrika bir kitap. Tek sıkıntısı tedarik süreci. Fiyatı da diğer sitelerden çok daha uygun. Daha kısa sürede tedarik edilip yollansa beş yıldız olurdu. 
1.0	Ürün gerçekten çok iyi taşınabilir, bagetli, sessiz.
0.0	Çok sıkıcı her şeye rağmen hayat yaşanmaya insan sevilmrye değer.
1.0	Yeni başlayanlar için fiyat/performans bazında güzel bir ürün. Bataryası ayrıca temin edilebiliyor mu?
1.0	oyununu da seyretmiş birisi olarak şideetle öneririm. hem siz okursunuz hem de küçük çocuğnuza masal olarak anlatırsınız.
1.0	Urun cocuklarin egitimi icin idare eder zaten bu fiyatta gelisim icin yeterli urun paketleme ve kargolamada iyi 
1.0	Beklediğim gibiydi
0.0	Sosyal medyadaki abartılı yorumlara kanarak aldım, vakit kaybı.
1.0	Kitaplar beklediğimden daha güzel geldi. Almayı düşünenlere tavsiye ederim
1.0	kitap bence güzel. Çözümler açıklamalı. Soru kalitesini incelemedim daha. Kİitap 1 günde kargoya verildi. Ertesi gün elimdeydi. Aras kargoya teşekkürlerçok hızlı. Aynı gün 3 kitap sipariş ettim. Bir tek bu kitap ulaştı daha.
1.0	kesinlikle okunması ve bilinmesi gereken kitaplardan bir tanesi tavsiye ederim.. 
1.0	Cocuğa çok yüklenmeden beraber eğlenceli vakit geçirmemize yardımcı oluyor. çok kolay sayfalar da var, dikkat gerektirenler de. bu yaş grubu için ideal. Memnun kaldım.
1.0	bütün kitaplarını okudum gülseren hanımınbuda muhteşem yaşadığımız dünyada ne çok hayatlar var caresizliklerle örülü bu arada dip not istanbullu gelin dizisinin kitabıdır bu sureyyanin kızı ala nın hikayesidir aslında ve gerçekte yaşanmış ama tv ye aktarımı sırasında kitaptan bağımsız ala dan bilgi alınmıştır2 sezon boyuncagerçek süreyya ve farugu tanımak güzeldi.
1.0	Ürün elimize çok hızlı ulaştı bunun içimin ayrıca teşekkür ederim. Ürün güzel almak isteyenler için tavsiye ederim tek olumsuz yanı bazı parçalar tam oturmuyor yapıştırmak gerekebilir. 
1.0	Kitabı yeni bitirdim son bölümlere geldiğinizde heyecan git gide artıyor ve sizi sarıp kurgunun ihtişamının içine çekiyor
1.0	Kitabımız çok hızlı bir şekilde geldi. Zaten fiyatına değinmeye bile gerek yok. HB teşekkürler.
1.0	Sesi beklediğim den çok iyi, 2 günde geldi ve paketleme çok iyiydi. Teşekkürler.
1.0	Bence herkesin okuması gereken bir kitap, yayınlarını da takip ediyorum hayatımıza yeni bir bakış açısı sunuyor.
1.0	Ekonomiye ilgi duyan-duymayan, genç-yaşlı, kadın-erkek herkesin okuyabileceği tarzda yazılmış. Akıcı ve sürükleyici bir üslubu var. Yazarı kadar çevirmeni de takdir etmek lazım.
1.0	30 Kasım 1925'te kabul edilen bir yasayla tekke, zaviye ve türbeler kapatıldı; türbedarlıklar ile şeyhlik, dervişlik, müritlik, dedelik, seyitlik, çelebilik vb. birtakım unvanlar kaldırıldı.O günden günümüze kuyruk acısı olan bu zümre tarafından cumhuriyet kemirilmekte.Değerlerine sahip çıkma adına,unutmama,unutturmama adına böyle eserlere daha çok sahip çıkma zamanı.Al oku,al hediye et okuttur.
1.0	Güzel kitap ama sorular zor değil o yüzden çok kolay şuanda sadece 1.ünite bitti ve 2.ünite başı
1.0	Mikrofonun sadece tepesinden ses alıyor ama idare eder, alışınca kullanılabilir. Bluetooth bağlantısı çok pratik, eğlencesi de size kalmış, havaya soktuğu kesin.
1.0	bu serinin diğer kitaplarını da aldım, harika, çok eğlenceli bir kitap. çocuğumla birlikte güzel vakit geçiriyoruz.
1.0	internetteki görüntüsünden çok daha canlı, gerçekten çok güzel iç açıcı bir resim, bitmesine çok az kaldı, bulutların ve denizin yapımı biraz zaman alyor ama güzel bir sunum ortaya çıkacak. tavsiye ediyorum..
1.0	Gitara yeni başlayan biriyim. Bir arkadaşın tavsiyesi üzerine Barcelonayı tercih ettim. Hatta kendisi de istedi ve 2 tane satın aldık. Ürünlerimiz bugün elimize ulaştı. Çok hızlı tedarik edildi ve mükemmel ambalajlanmış. Hediye kılıfı gayet kaliteli. Gitar, gerçekten kaliteli ve şık. Sesi çok güzel ve fiyatı araştırdığımız birçok yere göre en uygun Hepsiburada.comda.
1.0	hızlı teslimat. Hasar görmeden teslim. Güzel bir kitap.
0.0	Ahşap çok koyuyor. 
1.0	Fiyatının üstünde bir teller baya geç paslanıyorlar 2 3 ay kadar değiştirmediğim oluyor ve tellerin tonu da baya iyi
1.0	oğlum 2.sinifa gidiyor okumasını hızlandırması adına aldim kendisini de begendi .1.ve 2.sinif için ideal.
1.0	kargo hızı olsun paketleme olsun mükemmel.ayrıca paket içindeki süpriz hediye için teşekkür ederim.
1.0	paranızin karşılığını alıyorsunuz. verdiğiniz paraya deyiyir.
1.0	Yaşama dair birçok şey bulacağınız Aziz Nesin benzeri hikayenin de anlatıldığı bu kitabı içiniz burkularak okuyacaksınız. Kitabı bitirdiğinizde etkisinden uzun süre kurtulamayacaksınız. Kesinlikle tavsiye ederim...
1.0	Teslimat paketleme tek kelime ile harika. Hepsiburada farkı bu olsa gerek. Teşekkürler...
1.0	bir solukta okunabilecek bir kitap bir günde bitirdim.. sürükleyici ve etkileyici almak isteyenlere tavsiye ederim. dısarıda olan fiyatına göre hepsiburadada gayet uygun fiyatta
1.0	Oyunçocukların da yetişkinlerin de zevkle oynayabileceği harika bir oyun,kaliteli ve hızlı kargo,tavsiye ederim.
1.0	TAM Bİ KİTAP KURDUYUM DİYEBİLİRİM. AMA BENİ EN ÇOK ETKİLEYEN KİTAP OLDU. KESİNLİKLE AMA KESİNLİKLE TAVSİYE EDİYORUM.
